Cliente,Latitude,Longitude,Peso_Carga_KG,Janela_Horario,Hub_Regional
Cliente_Ub_055,-19.038159449533698,-48.20095805630345,60,08:00-18:00,Uberlândia
Cliente_Ub_056,-19.098929350576828,-48.244652263686305,162,08:00-18:00,Uberlândia
Cliente_Ub_057,-18.953338612628553,-48.143115291511364,1126,08:00-18:00,Uberlândia
Cliente_Ub_058,-19.170094148512348,-48.462794772520326,707,08:00-18:00,Uberlândia
Cliente_Ub_059,-18.78477385781923,-48.27116531494695,317,08:00-18:00,Uberlândia
Cliente_Ub_060,-18.921870406111317,-48.45920483284304,1300,08:00-18:00,Uberlândia
Cliente_Ub_061,-18.960833147679327,-48.27340486296552,405,08:00-18:00,Uberlândia
Cliente_Ub_062,-18.846768715578932,-48.39569540418176,272,08:00-18:00,Uberlândia
Cliente_Ub_063,-18.781523047086964,-48.4306013866453,1061,08:00-18:00,Uberlândia
Cliente_Ub_064,-18.914912242183007,-48.22169021652364,1136,08:00-18:00,Uberlândia
Cliente_Ub_065,-18.828826489049817,-48.45655688355299,1227,08:00-18:00,Uberlândia
Cliente_Ub_066,-19.02466923692807,-48.23071899170806,1265,08:00-18:00,Uberlândia
Cliente_Ub_067,-19.088686751921426,-48.37975109986522,1101,08:00-18:00,Uberlândia
Cliente_Ub_068,-19.204377738736998,-48.157806210718846,884,08:00-18:00,Uberlândia
Cliente_Ub_069,-18.815892656656114,-48.29928636967656,981,08:00-18:00,Uberlândia
Cliente_Ub_070,-18.821248511121603,-48.172990292470104,130,08:00-18:00,Uberlândia
Cliente_Ub_071,-18.81181431679621,-48.51650584765362,764,08:00-18:00,Uberlândia
Cliente_Ub_072,-18.63552450480502,-48.545088714795014,60,08:00-18:00,Uberlândia
Cliente_Ub_073,-18.89016199366987,-48.60046828756311,916,08:00-18:00,Uberlândia
Cliente_Ub_074,-18.931211669613425,-48.13028554655819,1103,08:00-18:00,Uberlândia
Cliente_Ub_075,-18.93534110894605,-48.014092975706475,824,08:00-18:00,Uberlândia
Cliente_Ub_076,-18.8164487255917,-48.42880983650648,310,08:00-18:00,Uberlândia
Cliente_Ub_077,-19.185630822553193,-48.407527694596524,1390,08:00-18:00,Uberlândia
Cliente_Ub_078,-18.63324334906433,-48.51683613780166,708,08:00-18:00,Uberlândia
Cliente_Ub_079,-18.951814302555945,-48.301605314621,1444,08:00-18:00,Uberlândia
Cliente_Ub_080,-18.869350013778504,-48.21769280213017,277,08:00-18:00,Uberlândia
Cliente_Ub_081,-18.891266093084624,-48.30873134727349,1140,08:00-18:00,Uberlândia
Cliente_Ub_082,-18.79624054160716,-48.21441780709013,1350,08:00-18:00,Uberlândia
Cliente_Ub_083,-18.792382673611826,-48.198199743541146,211,08:00-18:00,Uberlândia
Cliente_Ub_084,-19.117178494147424,-48.10567190240708,719,08:00-18:00,Uberlândia
Cliente_Ub_085,-19.015047617572534,-48.16715704446334,1106,08:00-18:00,Uberlândia
Cliente_Ub_086,-19.11264696205147,-48.180123928457824,952,08:00-18:00,Uberlândia
Cliente_Ub_087,-19.023574313364787,-48.198845258652725,895,08:00-18:00,Uberlândia
Cliente_Ub_088,-18.99256685769232,-48.066532977128524,103,08:00-18:00,Uberlândia
Cliente_Ub_089,-18.898979833637853,-48.14329625222516,1425,08:00-18:00,Uberlândia
Cliente_Ub_090,-19.167937170245445,-48.419007764164604,376,08:00-18:00,Uberlândia
Cliente_Ub_091,-19.020529113951252,-48.307511368987235,1413,08:00-18:00,Uberlândia
Cliente_Ub_092,-18.966679064543587,-48.05803477481207,1435,08:00-18:00,Uberlândia
Cliente_Ub_093,-18.992642827120832,-48.35141221122373,1217,08:00-18:00,Uberlândia
Cliente_Ub_094,-18.802147795426045,-48.1449376207709,1302,08:00-18:00,Uberlândia
Cliente_Ub_095,-19.13199507329509,-48.03275677873678,954,08:00-18:00,Uberlândia
Cliente_Ub_096,-18.964816092444707,-48.413239424388806,696,08:00-18:00,Uberlândia
Cliente_Ub_097,-19.040830807416526,-48.531943245182894,690,08:00-18:00,Uberlândia
Cliente_Ub_098,-18.868628277136608,-48.40509974277526,147,08:00-18:00,Uberlândia
Cliente_Ub_099,-18.88492837889187,-48.37278093392753,236,08:00-18:00,Uberlândia
Cliente_Ub_100,-18.992180819978337,-48.31435824898821,160,08:00-18:00,Uberlândia
Cliente_Ub_101,-18.92610016956907,-48.20266588508525,64,08:00-18:00,Uberlândia
Cliente_Ub_102,-18.99272083864104,-48.38181472841537,1220,08:00-18:00,Uberlândia
Cliente_Ub_103,-19.014813138261736,-48.04423854109093,484,08:00-18:00,Uberlândia
Cliente_Ub_104,-19.103105419183112,-48.373561139114244,700,08:00-18:00,Uberlândia
Cliente_Ub_105,-19.166608231120282,-48.36284924168482,167,08:00-18:00,Uberlândia
Cliente_Ub_106,-18.848621916132956,-48.35117139152783,1310,08:00-18:00,Uberlândia
Cliente_Ub_107,-18.892263721427977,-48.51079240458299,333,08:00-18:00,Uberlândia
Cliente_Ub_108,-18.789598748515477,-48.50172236072848,791,08:00-18:00,Uberlândia
Cliente_Ub_109,-19.064004270710218,-47.75010029135069,641,08:00-18:00,Uberlândia
Cliente_Ub_110,-18.87488975203508,-48.2854921326837,1160,08:00-18:00,Uberlândia
Cliente_Ub_111,-18.87587829604775,-48.2983855609736,1352,08:00-18:00,Uberlândia
Cliente_Ub_112,-18.759717565168327,-48.19100709670856,86,08:00-18:00,Uberlândia
Cliente_Ub_113,-18.785898063346593,-48.31991876425304,379,08:00-18:00,Uberlândia
Cliente_Ub_114,-18.664931758384867,-48.21892248213033,1185,08:00-18:00,Uberlândia
Cliente_Ub_115,-18.999661889585692,-48.44101993128618,450,08:00-18:00,Uberlândia
Cliente_Ub_116,-18.908695607687182,-48.302227958977845,1141,08:00-18:00,Uberlândia
Cliente_Ub_117,-18.944473119665,-48.32453891492247,873,08:00-18:00,Uberlândia
Cliente_Ub_118,-18.750431761529324,-47.980821484551335,1016,08:00-18:00,Uberlândia
Cliente_Ub_119,-18.78404715036288,-48.46035340694793,1437,08:00-18:00,Uberlândia
Cliente_Ub_120,-19.030412676148373,-48.17605871267732,626,08:00-18:00,Uberlândia
Cliente_Ub_121,-19.110284022659474,-48.284466528538594,529,08:00-18:00,Uberlândia
Cliente_Ub_122,-18.945687138871964,-48.39120003180863,903,08:00-18:00,Uberlândia
Cliente_Ub_123,-18.903103093329413,-48.09426404865991,902,08:00-18:00,Uberlândia
Cliente_Ub_124,-18.604778527316373,-48.54452025447247,536,08:00-18:00,Uberlândia
Cliente_Ub_125,-18.842038403438398,-48.23721752477939,1188,08:00-18:00,Uberlândia
Cliente_Ub_126,-18.956445163435113,-48.36060987781882,1237,08:00-18:00,Uberlândia
Cliente_Ub_127,-18.98443565293405,-48.09493127262899,889,08:00-18:00,Uberlândia
Cliente_Ub_128,-18.70668577580618,-48.29623319312642,285,08:00-18:00,Uberlândia
Cliente_Ub_129,-18.959136072470255,-48.65926139795158,1377,08:00-18:00,Uberlândia
Cliente_Ub_130,-18.89511084242189,-48.04833455751753,408,08:00-18:00,Uberlândia
Cliente_Ub_131,-18.723160010940763,-48.21985065901465,422,08:00-18:00,Uberlândia
Cliente_Ub_132,-19.211016686279027,-48.17343678787421,310,08:00-18:00,Uberlândia
Cliente_Ub_133,-18.70262323361508,-48.53304575359029,203,08:00-18:00,Uberlândia
Cliente_Ub_134,-18.848538366823185,-48.12609521331917,954,08:00-18:00,Uberlândia
Cliente_Ub_135,-19.0582118919023,-48.31313988956006,706,08:00-18:00,Uberlândia
Cliente_Ub_136,-19.11780672504031,-48.51644151349126,1278,08:00-18:00,Uberlândia
Cliente_Ub_137,-18.922533792203698,-48.268680359573686,1170,08:00-18:00,Uberlândia
Cliente_Ub_138,-18.867768124869887,-48.36266702182013,1221,08:00-18:00,Uberlândia
Cliente_Ub_139,-18.82283584325517,-48.07043563253672,519,08:00-18:00,Uberlândia
Cliente_Ub_140,-19.19463284268482,-48.51321872463011,1377,08:00-18:00,Uberlândia
Cliente_Ub_141,-18.915726651218666,-48.240761419133875,1318,08:00-18:00,Uberlândia
Cliente_Ub_142,-19.033089632007616,-48.33677048408833,434,08:00-18:00,Uberlândia
Cliente_Ub_143,-18.781102626857745,-48.3875146694968,523,08:00-18:00,Uberlândia
Cliente_Ub_144,-18.945869810646787,-48.57238088242817,1007,08:00-18:00,Uberlândia
Cliente_Ub_145,-18.9137643585844,-48.442454075737395,1269,08:00-18:00,Uberlândia
Cliente_Ub_146,-18.75284401474354,-48.57793144077177,522,08:00-18:00,Uberlândia
Cliente_Ub_147,-18.864989661207726,-48.00890411173401,1146,08:00-18:00,Uberlândia
Cliente_Ub_148,-18.965959957623415,-48.36216259383797,79,08:00-18:00,Uberlândia
Cliente_Ub_149,-19.28518691712339,-48.292529488289475,906,08:00-18:00,Uberlândia
Cliente_Ub_150,-18.713715617277575,-48.259268523258775,877,08:00-18:00,Uberlândia
Cliente_Ub_151,-18.97935609824818,-48.348910863269595,683,08:00-18:00,Uberlândia
Cliente_Ub_152,-18.976139264874067,-48.36247641623923,581,08:00-18:00,Uberlândia
Cliente_Ub_153,-18.83561469860885,-48.327545392358246,870,08:00-18:00,Uberlândia
Cliente_Ub_154,-19.185108893020157,-48.3219417737645,1245,08:00-18:00,Uberlândia
Cliente_Ub_155,-18.93489245084376,-48.158283729437684,575,08:00-18:00,Uberlândia
Cliente_Ub_156,-18.977842430255023,-48.20353916348965,1460,08:00-18:00,Uberlândia
Cliente_Ub_157,-18.83672406781694,-48.23731628795466,1078,08:00-18:00,Uberlândia
Cliente_Ub_158,-18.9850334307167,-48.374858341609745,399,08:00-18:00,Uberlândia
Cliente_Ub_159,-18.613173887865173,-48.13982675861267,114,08:00-18:00,Uberlândia
Cliente_Ub_160,-19.000471278246437,-48.46181342315656,459,08:00-18:00,Uberlândia
Cliente_Ub_161,-18.838211319890547,-48.339840256115075,1097,08:00-18:00,Uberlândia
Cliente_Ub_162,-18.797439317943294,-48.28090575002011,828,08:00-18:00,Uberlândia
Cliente_Ub_163,-19.136973478560645,-48.009642293112385,563,08:00-18:00,Uberlândia
Cliente_Ub_164,-18.825757841080744,-48.27648069791618,640,08:00-18:00,Uberlândia
Cliente_Ub_165,-18.658118856949013,-48.384416437736924,1333,08:00-18:00,Uberlândia
Cliente_Ub_166,-18.988719519354547,-48.54814286308776,833,08:00-18:00,Uberlândia
Cliente_Ub_167,-18.976136029534484,-48.106553177845136,696,08:00-18:00,Uberlândia
Cliente_Ub_168,-18.6784892177093,-48.52532222066042,361,08:00-18:00,Uberlândia
Cliente_Ub_169,-18.912426881970685,-48.17518068187127,91,08:00-18:00,Uberlândia
Cliente_Ub_170,-19.328495128413586,-48.14501224373211,848,08:00-18:00,Uberlândia
Cliente_Ub_171,-18.9014956909338,-48.19998106580708,501,08:00-18:00,Uberlândia
Cliente_Ub_172,-19.18552646383617,-48.17745150267267,770,08:00-18:00,Uberlândia
Cliente_Ub_173,-18.831705356799024,-48.34645594430498,214,08:00-18:00,Uberlândia
Cliente_Ub_174,-18.995080109315307,-48.2414201255357,1195,08:00-18:00,Uberlândia
Cliente_Ub_175,-19.02887771821226,-48.35957695311644,1110,08:00-18:00,Uberlândia
Cliente_Ub_176,-19.042116442891423,-47.976716260702474,404,08:00-18:00,Uberlândia
Cliente_Ub_177,-18.9866388380538,-48.263342764166154,756,08:00-18:00,Uberlândia
Cliente_Ub_178,-18.893953955398374,-48.292491197890286,984,08:00-18:00,Uberlândia
Cliente_Ub_179,-18.979816975847797,-48.3373217906999,589,08:00-18:00,Uberlândia
Cliente_Ub_180,-18.986622661072854,-48.35025227916958,972,08:00-18:00,Uberlândia
Cliente_Ub_181,-19.082415618597913,-48.19229136863236,1088,08:00-18:00,Uberlândia
Cliente_Ub_182,-19.038297397026223,-48.604582490239125,1346,08:00-18:00,Uberlândia
Cliente_Ub_183,-19.131231941701756,-48.06821219211502,257,08:00-18:00,Uberlândia
Cliente_Ub_184,-19.14806259477494,-48.24968061679335,652,08:00-18:00,Uberlândia
Cliente_Ub_185,-18.962314217487236,-48.1311712174164,1252,08:00-18:00,Uberlândia
Cliente_Ub_186,-19.175221760932427,-48.25551965348765,677,08:00-18:00,Uberlândia
Cliente_Ub_187,-18.699630914865526,-48.03780482813472,1160,08:00-18:00,Uberlândia
Cliente_Ub_188,-18.94332835307138,-48.38085155750279,1098,08:00-18:00,Uberlândia
Cliente_Ub_189,-18.843553956555077,-48.41413550381944,1492,08:00-18:00,Uberlândia
Cliente_Ub_190,-18.517540257201784,-48.266921337293,55,08:00-18:00,Uberlândia
Cliente_Ub_191,-18.956619619538994,-48.52286948122827,297,08:00-18:00,Uberlândia
Cliente_Ub_192,-19.24027141078404,-48.25438777365454,1487,08:00-18:00,Uberlândia
Cliente_Ub_193,-18.947857736950976,-48.15213241125127,1128,08:00-18:00,Uberlândia
Cliente_Ub_194,-18.844452664017837,-48.21786712125783,1175,08:00-18:00,Uberlândia
Cliente_Ub_195,-18.900094542187322,-48.26850638089278,1088,08:00-18:00,Uberlândia
Cliente_Ub_196,-18.736372439562945,-48.38669790785172,152,08:00-18:00,Uberlândia
Cliente_Ub_197,-19.10843176177898,-48.25547879026729,666,08:00-18:00,Uberlândia
Cliente_Ub_198,-18.898728995662854,-48.1671140343776,477,08:00-18:00,Uberlândia
Cliente_Ub_199,-18.88468299430709,-48.20668797523688,233,08:00-18:00,Uberlândia
Cliente_Ub_200,-19.261654198953085,-48.07613461319256,126,08:00-18:00,Uberlândia
Cliente_Ub_201,-18.728912575838972,-48.20592710892355,467,08:00-18:00,Uberlândia
Cliente_Ub_202,-18.88342330749828,-48.23659994173538,996,08:00-18:00,Uberlândia
Cliente_Ub_203,-18.801722042727672,-48.351400891422315,112,08:00-18:00,Uberlândia
Cliente_Ub_204,-18.868399380027576,-48.20202752108862,1401,08:00-18:00,Uberlândia
Cliente_Ub_205,-19.060010646660103,-48.1534165491424,388,08:00-18:00,Uberlândia
Cliente_Ub_206,-18.767418087898832,-48.35647638859019,990,08:00-18:00,Uberlândia
Cliente_Ub_207,-19.001043683578914,-48.5263907651943,181,08:00-18:00,Uberlândia
Cliente_Ub_208,-18.815410248937457,-48.039854738593675,81,08:00-18:00,Uberlândia
Cliente_Ub_209,-19.056980105479646,-48.2224604357323,85,08:00-18:00,Uberlândia
Cliente_Ub_210,-18.96072123768364,-48.14504931004333,1401,08:00-18:00,Uberlândia
Cliente_Ub_211,-18.986985013746544,-48.38605601528672,1342,08:00-18:00,Uberlândia
Cliente_Ub_212,-18.93419304485461,-48.365419729193285,313,08:00-18:00,Uberlândia
Cliente_Ub_213,-19.00388557738143,-48.458462016892604,797,08:00-18:00,Uberlândia
Cliente_Ub_214,-18.9510727867745,-48.25089003667643,857,08:00-18:00,Uberlândia
Cliente_Ub_215,-18.796189567318486,-48.32376762129498,141,08:00-18:00,Uberlândia
Cliente_Ub_216,-19.0389307058262,-47.86437686983979,378,08:00-18:00,Uberlândia
Cliente_Ub_217,-18.89302627314713,-48.19046843891071,1049,08:00-18:00,Uberlândia
Cliente_Ub_218,-18.80914877420409,-48.22897222346725,138,08:00-18:00,Uberlândia
Cliente_Ub_219,-18.857158917196035,-48.17266457460348,1143,08:00-18:00,Uberlândia
Cliente_Ub_220,-18.752497989754886,-48.066621229794556,154,08:00-18:00,Uberlândia
Cliente_Ub_221,-19.017523296945573,-48.36855756206191,572,08:00-18:00,Uberlândia
Cliente_Ub_222,-18.854235502037223,-48.11706828470988,1487,08:00-18:00,Uberlândia
Cliente_Ub_223,-18.97855387672475,-48.227456054351855,340,08:00-18:00,Uberlândia
Cliente_Ub_224,-19.01565788529114,-48.61659685612467,848,08:00-18:00,Uberlândia
Cliente_Ub_225,-18.641270511474705,-48.23016732054582,544,08:00-18:00,Uberlândia
Cliente_Ub_226,-19.050546036500425,-48.088175417606585,719,08:00-18:00,Uberlândia
Cliente_Ub_227,-19.005370165736675,-48.36606586873762,340,08:00-18:00,Uberlândia
Cliente_Ub_228,-18.844188279464376,-48.24657532436292,977,08:00-18:00,Uberlândia
Cliente_Ub_229,-18.82843224926517,-48.02288344436272,514,08:00-18:00,Uberlândia
Cliente_Ub_230,-18.828530090504255,-48.16106415505124,1472,08:00-18:00,Uberlândia
Cliente_Ub_231,-18.873073995595465,-48.298821456082585,779,08:00-18:00,Uberlândia
Cliente_Ub_232,-18.721863978916172,-48.058794540173466,121,08:00-18:00,Uberlândia
Cliente_Ub_233,-18.919574150670233,-47.99865887700825,499,08:00-18:00,Uberlândia
Cliente_Ub_234,-18.842679575416838,-48.398398219983946,894,08:00-18:00,Uberlândia
Cliente_Ub_235,-18.829483597111984,-48.31633391956172,426,08:00-18:00,Uberlândia
Cliente_Ub_236,-18.76850065707085,-48.14436395236453,866,08:00-18:00,Uberlândia
Cliente_Ub_237,-19.069372649840716,-48.19635935511132,567,08:00-18:00,Uberlândia
Cliente_Ub_238,-19.038927352809047,-48.117217332168515,371,08:00-18:00,Uberlândia
Cliente_Ub_239,-18.831067211426998,-48.34120185333082,182,08:00-18:00,Uberlândia
Cliente_Go_000,-18.693607959306597,-41.83288593561313,474,08:00-18:00,Gov. Valadares
Cliente_Go_001,-18.87706860675471,-42.17884610521122,361,08:00-18:00,Gov. Valadares
Cliente_Go_002,-19.063366694799562,-41.78531823217066,1441,08:00-18:00,Gov. Valadares
Cliente_Go_003,-18.99866321440827,-41.840949454401475,894,08:00-18:00,Gov. Valadares
Cliente_Go_004,-18.90597963956558,-41.849284686075244,812,08:00-18:00,Gov. Valadares
Cliente_Go_005,-18.616700309131947,-41.90849917049716,1041,08:00-18:00,Gov. Valadares
Cliente_Go_006,-19.164420311930684,-41.84891455955792,713,08:00-18:00,Gov. Valadares
Cliente_Go_007,-18.79081592857783,-41.986249587492225,448,08:00-18:00,Gov. Valadares
Cliente_Go_008,-18.884932553494725,-41.82551286087476,283,08:00-18:00,Gov. Valadares
Cliente_Go_009,-18.591073225294615,-42.1470801286731,687,08:00-18:00,Gov. Valadares
Cliente_Go_010,-18.821740004422896,-41.95293153478574,915,08:00-18:00,Gov. Valadares
Cliente_Go_011,-19.211705092099976,-41.98365862087904,1493,08:00-18:00,Gov. Valadares
Cliente_Go_012,-18.74326798170426,-41.76055250553926,383,08:00-18:00,Gov. Valadares
Cliente_Go_013,-18.771145806078174,-41.70094147043002,260,08:00-18:00,Gov. Valadares
Cliente_Go_014,-18.669594742495683,-42.020437934673474,973,08:00-18:00,Gov. Valadares
Cliente_Go_015,-18.970006988819755,-42.26230096900455,365,08:00-18:00,Gov. Valadares
Cliente_Go_016,-18.739814021262564,-42.10686837767183,261,08:00-18:00,Gov. Valadares
Cliente_Go_017,-18.96001793222964,-41.81170854446529,965,08:00-18:00,Gov. Valadares
Cliente_Go_018,-18.917562531065734,-41.99748048298973,1336,08:00-18:00,Gov. Valadares
Cliente_Go_019,-18.916396636088454,-42.15687273143708,1295,08:00-18:00,Gov. Valadares
Cliente_Go_020,-19.004228829592723,-41.91645362060328,679,08:00-18:00,Gov. Valadares
Cliente_Go_021,-18.78470275387706,-41.93900245983187,472,08:00-18:00,Gov. Valadares
Cliente_Go_022,-18.62244840401233,-41.83828435415892,558,08:00-18:00,Gov. Valadares
Cliente_Go_023,-19.018454542018514,-41.773320430951145,1067,08:00-18:00,Gov. Valadares
Cliente_Go_024,-18.940247172121364,-42.02996089126097,1020,08:00-18:00,Gov. Valadares
Cliente_Go_025,-19.029707337275788,-42.118581926217324,92,08:00-18:00,Gov. Valadares
Cliente_Go_026,-18.77978918836294,-41.91953229811924,888,08:00-18:00,Gov. Valadares
Cliente_Go_027,-19.038306142979163,-42.0590730322057,410,08:00-18:00,Gov. Valadares
Cliente_Go_028,-18.66804355475709,-41.829240739079715,768,08:00-18:00,Gov. Valadares
Cliente_Go_029,-18.99539832263227,-41.85025245126652,794,08:00-18:00,Gov. Valadares
Cliente_Go_030,-18.91575225736266,-41.885216283784494,439,08:00-18:00,Gov. Valadares
Cliente_Go_031,-18.828888125700278,-41.93610287907691,359,08:00-18:00,Gov. Valadares
Cliente_Go_032,-18.74483099050102,-41.87671287241946,261,08:00-18:00,Gov. Valadares
Cliente_Go_033,-18.846610559960023,-42.15667215839532,1088,08:00-18:00,Gov. Valadares
Cliente_Go_034,-18.842375823600154,-42.14162705154845,869,08:00-18:00,Gov. Valadares
Cliente_Go_035,-19.047157553910463,-42.17113258956441,1159,08:00-18:00,Gov. Valadares
Cliente_Go_036,-18.921588763730718,-42.16474099909414,931,08:00-18:00,Gov. Valadares
Cliente_Go_037,-18.98322120011637,-41.99483797567403,1230,08:00-18:00,Gov. Valadares
Cliente_Go_038,-18.685474346003282,-41.74924890188935,199,08:00-18:00,Gov. Valadares
Cliente_Go_039,-18.824345158088065,-41.9626275552748,674,08:00-18:00,Gov. Valadares
Cliente_Go_040,-18.955761942976267,-41.7161848428416,586,08:00-18:00,Gov. Valadares
Cliente_Go_041,-18.567482878819646,-41.85296019065063,671,08:00-18:00,Gov. Valadares
Cliente_Go_042,-18.74988153926575,-42.07402857568577,787,08:00-18:00,Gov. Valadares
Cliente_Go_043,-19.076560458360007,-42.027372617612045,694,08:00-18:00,Gov. Valadares
Cliente_Go_044,-18.86910404396169,-41.944218806367005,872,08:00-18:00,Gov. Valadares
Cliente_Go_045,-19.222011330241497,-41.91643371036157,860,08:00-18:00,Gov. Valadares
Cliente_Go_046,-18.72958773748242,-42.12170872433696,244,08:00-18:00,Gov. Valadares
Cliente_Go_047,-18.694164348209267,-42.0266857023024,1167,08:00-18:00,Gov. Valadares
Cliente_Go_048,-19.032580908182194,-41.958415449002054,300,08:00-18:00,Gov. Valadares
Cliente_Go_049,-18.729887072379256,-41.96729404713306,1400,08:00-18:00,Gov. Valadares
Cliente_Go_050,-19.014885836166368,-42.11722019354398,1350,08:00-18:00,Gov. Valadares
Cliente_Go_051,-18.955086182850412,-41.900329210200745,791,08:00-18:00,Gov. Valadares
Cliente_Go_052,-18.694208160552805,-42.00497402846381,837,08:00-18:00,Gov. Valadares
Cliente_Go_053,-18.907416254673088,-42.04861045014411,957,08:00-18:00,Gov. Valadares
Cliente_Go_054,-18.948294125511868,-41.867581342963355,256,08:00-18:00,Gov. Valadares
Cliente_Go_055,-18.97142173307187,-42.140982517998765,373,08:00-18:00,Gov. Valadares
Cliente_Go_056,-18.767782851086718,-41.713645306926615,82,08:00-18:00,Gov. Valadares
Cliente_Go_057,-18.710894680091577,-42.07504272541159,1067,08:00-18:00,Gov. Valadares
Cliente_Go_058,-18.958261574091303,-41.7879633379792,243,08:00-18:00,Gov. Valadares
Cliente_Go_059,-18.936466083869032,-42.10397470129735,1427,08:00-18:00,Gov. Valadares
Cliente_Go_060,-18.83417374524569,-42.07009162070334,724,08:00-18:00,Gov. Valadares
Cliente_Go_061,-18.891298621611565,-41.855458754354565,1240,08:00-18:00,Gov. Valadares
Cliente_Go_062,-18.41870033338909,-41.986148630632364,950,08:00-18:00,Gov. Valadares
Cliente_Go_063,-19.104260493336785,-41.82558350834706,121,08:00-18:00,Gov. Valadares
Cliente_Go_064,-18.89979555713268,-42.14698066558473,379,08:00-18:00,Gov. Valadares
Cliente_Go_065,-18.751022608553352,-42.134004039328644,1429,08:00-18:00,Gov. Valadares
Cliente_Go_066,-18.63170172615251,-41.82054061688113,577,08:00-18:00,Gov. Valadares
Cliente_Go_067,-18.486285158716154,-41.9862917495517,691,08:00-18:00,Gov. Valadares
Cliente_Go_068,-19.101344144991614,-41.7878752505182,1276,08:00-18:00,Gov. Valadares
Cliente_Go_069,-18.77575339059724,-42.08592057777628,240,08:00-18:00,Gov. Valadares
Cliente_Go_070,-18.892797038517227,-42.18596599499766,466,08:00-18:00,Gov. Valadares
Cliente_Go_071,-18.93245816286122,-42.133521082387105,528,08:00-18:00,Gov. Valadares
Cliente_Go_072,-18.8573120619223,-41.78580954589648,1185,08:00-18:00,Gov. Valadares
Cliente_Go_073,-19.048150465878418,-41.91939453825798,690,08:00-18:00,Gov. Valadares
Cliente_Go_074,-18.855583989472546,-41.914788141973965,528,08:00-18:00,Gov. Valadares
Cliente_Go_075,-19.01777403424312,-41.90550167653528,1315,08:00-18:00,Gov. Valadares
Cliente_Go_076,-19.178181907377457,-41.95781930442148,753,08:00-18:00,Gov. Valadares
Cliente_Go_077,-19.029975680997783,-42.068792668954,856,08:00-18:00,Gov. Valadares
Cliente_Go_078,-18.708919536354625,-41.881139891604484,741,08:00-18:00,Gov. Valadares
Cliente_Go_079,-18.82296842969867,-41.86420706456694,812,08:00-18:00,Gov. Valadares
Cliente_Go_080,-18.99226834685522,-41.95035212508561,602,08:00-18:00,Gov. Valadares
Cliente_Go_081,-18.941910971044145,-41.70390350028147,654,08:00-18:00,Gov. Valadares
Cliente_Go_082,-18.74429262734999,-41.91663728129564,1459,08:00-18:00,Gov. Valadares
Cliente_Go_083,-18.92302262042134,-41.8453010794734,1179,08:00-18:00,Gov. Valadares
Cliente_Go_084,-18.955286317336657,-41.80388755693489,1448,08:00-18:00,Gov. Valadares
Cliente_Go_085,-18.875612992996324,-41.97303892891169,137,08:00-18:00,Gov. Valadares
Cliente_Go_086,-18.866591520519204,-41.90956473265213,962,08:00-18:00,Gov. Valadares
Cliente_Go_087,-18.960071091825597,-41.76609277295068,354,08:00-18:00,Gov. Valadares
Cliente_Go_088,-18.86617163217595,-42.02859470313423,1146,08:00-18:00,Gov. Valadares
Cliente_Go_089,-18.797307268437265,-41.87820521789889,1463,08:00-18:00,Gov. Valadares
Cliente_Go_090,-18.912404369698574,-41.702490230274144,653,08:00-18:00,Gov. Valadares
Cliente_Go_091,-18.853612759806026,-41.65479844514632,67,08:00-18:00,Gov. Valadares
Cliente_Go_092,-18.912273594328603,-41.847626610663916,1166,08:00-18:00,Gov. Valadares
Cliente_Go_093,-18.660766539132617,-41.81642998162492,514,08:00-18:00,Gov. Valadares
Cliente_Go_094,-18.800670622769744,-42.04335536083883,1410,08:00-18:00,Gov. Valadares
Cliente_Go_095,-19.27640495393104,-42.05723876901674,458,08:00-18:00,Gov. Valadares
Cliente_Go_096,-18.905233507152023,-42.10491524426545,1095,08:00-18:00,Gov. Valadares
Cliente_Go_097,-18.774241171273133,-41.72217259420489,52,08:00-18:00,Gov. Valadares
Cliente_Go_098,-19.14285244699503,-41.849340459749854,453,08:00-18:00,Gov. Valadares
Cliente_Go_099,-18.767703565126794,-41.84472907429097,589,08:00-18:00,Gov. Valadares
Cliente_Go_100,-18.85314592399885,-41.82905166008724,692,08:00-18:00,Gov. Valadares
Cliente_Go_101,-18.67564238210882,-41.74299127607453,497,08:00-18:00,Gov. Valadares
Cliente_Go_102,-18.7798393453305,-41.93576870092289,1380,08:00-18:00,Gov. Valadares
Cliente_Go_103,-18.62009703461068,-42.085550024822155,1215,08:00-18:00,Gov. Valadares
Cliente_Go_104,-18.89681647667018,-42.098119752373385,1057,08:00-18:00,Gov. Valadares
Cliente_Go_105,-18.82164275759387,-42.097115386939514,972,08:00-18:00,Gov. Valadares
Cliente_Go_106,-19.019590794226918,-42.13213108759946,416,08:00-18:00,Gov. Valadares
Cliente_Go_107,-18.746242333279945,-42.024786009514806,194,08:00-18:00,Gov. Valadares
Cliente_Go_108,-18.737479748063333,-41.91061553376044,1187,08:00-18:00,Gov. Valadares
Cliente_Go_109,-18.78553535233578,-41.760363697577645,988,08:00-18:00,Gov. Valadares
Cliente_Go_110,-18.832699958454885,-41.773364130012524,1169,08:00-18:00,Gov. Valadares
Cliente_Go_111,-19.053892488371083,-42.20300190194615,1244,08:00-18:00,Gov. Valadares
Cliente_Go_112,-18.919795869778223,-41.792466022070414,215,08:00-18:00,Gov. Valadares
